Name	Label	Definitional reference	Definition
fluorescence_image	fluorescence image	CHMO:0002694	A 2D image obtained by measuring fluorescence.
x_rayultraviolet_photoelectron_spectroscopy	X-ray–ultraviolet photoelectron spectroscopy	CHMO:0000700	Spectroscopy where the sample is illuminated with radiation in the range Xrayultraviolet which causes ionisation and the emission of photoelectrons the energies of which are measured.
capillary_isoelectric_focusing	capillary isoelectric focusing	CHMO:0001033	An electrophoresis method for the separation of amphoteric analytes according to their isolectric points by the application of an electric field along a pH gradient in a capillary.
ion_scattering	ion scattering	CHMO:0000433	A method for determining structure where the sample is bombarded with ions 1001000 eV and the energies and positions of the scattered ions are detected.
metallisation	metallisation	CHMO:0002154	The deposition of a layer of metal on a substrate usually to provide electrical contacts in devices. A number of techniques may be used for metallisation including evaporation and sputter coating.
chemical_imaging	chemical imaging	CHMO:0000049	The simultaneous measurement of spectra and images. A radiation source illuminates the sample and a series of spatially resolved spectra are collected.
x_ray_photoelectron_spectrometer	X-ray photoelectron spectrometer	CHMO:0002648	A piece of apparatus consisting of an X-ray source an analyser and a detector which is used to measure the photoelectron emission of samples bombarded with X-rays.
spectrophotometry	spectrophotometry	CHMO:0000291	Spectroscopy where the sample absorbs radiation in the range ultraviolet to near-infrared 0.12.5 m resulting in electronic transitions within the sample.
double_cathode_glow_discharge_synthesis	double-cathode glow discharge synthesis	CHMO:0002599	A synthesis method where an electrical discharge is passed under reduced pressure between two cathodes. One cathode is the source or target composed of the elements required to prepare the sample via sputtering and the other cathode is the substrate material. When two different negative voltages are applied to the two cathodes glow discharge occurs causing a build up of the sample on the substrate cathode.
electrothermal_atomic_emission_spectroscopy	electrothermal atomic emission spectroscopy	CHMO:0000252	A type of atomic emission spectrometry where the sample is atomised using a probe which is rapidly heated by passing a current through it.
probe_laser	probe laser	CHMO:0002895	A laser that has the function of probing some internal state of a sample.
chemical_decomposition	chemical decomposition	CHMO:0001488	The breakdown of a single entity normal molecule reaction intermediate etc. into two or more fragments
four_dimensional_hcch_total_correlation_spectroscopy	four-dimensional HCCH-total correlation spectroscopy	CHMO:0002566	A 4D triple-resonance NMR experiment used to determine the chemical shifts of nuclei in a isotopically enriched protein. The chemical shifts of the protons of a sidechain are correlated with their covalently bound 13C nuclei and with the other protons of the side-chain.
aerosol_solvent_extraction_system	aerosol solvent extraction system	CHMO:0001948	A technique where a solid sample is dissolved in a common organic or inorganic solvent mixed with a supercritical fluid and sprayed into an autoclave. This leads to the reduction in solubility of the solid and precipitation.
vibrational_spectrum	vibrational spectrum	CHMO:0000829	A spectrum that reflects the vibrational degrees of freedom of a molecule.
two_dimensional_electrophoresis	two-dimensional electrophoresis	CHMO:0001020	A two-dimensional separation method where the separation processes are both electrophoresis. Separation occurs in one plane that plane is rotated by 90 and the next separation step is carried out.
immobilized_metal_affinity_chromatography	immobilized metal affinity chromatography	CHMO:0002255	Affinity chromatography where proteins containing amino acids with a specific affinity for metal ions e.g. His which has an affinity for Co and Zn ions are retained by the column.
microwave_induced_plasma_mass_spectrometry	microwave-induced plasma mass spectrometry	CHMO:0000558	Mass spectrometry where the sample is ionised in a plasma a partially ionised gas-such as Ar-containing free electrons which has been generated by microwave radiation.
microcontact_printing	microcontact printing	CHMO:0001440	A synthesis method for transferring a pattern to a gold surface. A PDMS stamp is coated in an alkanethiol and then brought into contact with a gold surface. Thiol from the wet region generates patterned features of SAMs on the gold surface.
resonance_enhanced_multiphoton_dissociation_spectroscopy	resonance enhanced multiphoton dissociation spectroscopy	CHMO:0000454	Spectroscopy where the sample is illuminated with a resonant laser a laser which is tuned to match a transition within the sample and molecules in the sample dissociate following the absorption of two or more high-energy photons.
scattering_data	scattering data	CHMO:0002363	Data which is obtained from a scattering experiment.
57fe_nuclear_magnetic_resonance_spectroscopy	57Fe nuclear magnetic resonance spectroscopy	CHMO:0001966	Spectroscopy where the energy states of 57Fe nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them.
helium_ionisation_detection	helium ionisation detection	CHMO:0001723	A detection method where metastable helium ions generated by irradiation with beta-particles from a radioactive source ionise the molecules in the sample held in He carrier gas. The resulting electrons are focused toward a collector electrode and the current is measured.
solgel_assisted_laser_desorption_ionisation_time_of_flight_mass_spectrometry	sol–gel-assisted laser desorption-ionisation time-of-flight mass spectrometry	CHMO:0000868	Mass spectrometry where the sample usually a large organic molecule or biomolecule is vaporised and ionised using a high-energy pulsed laser. The sample is held in a solgel matrix to protect it from direct laser illumination and to separate the sample molecules. The sample molecular ions are accelerated to the same known kinetic energy and the time taken for each ion to reach a detector at a known distance is measured. This time is dependent on the mass-to-charge ratio of the ion.
transfer_moulding	transfer moulding	CHMO:0001436	A process for shaping pliable polymer materials using a rigid frame or model called a 'mould'. The mould is filled with a prepolymer then the whole assembly is transferred to a flat substrate where the prepolymer is cross-linked and the mould removed.
luminescence_detection	luminescence detection	CHMO:0000057	The detection of luminescence from a sample.
acoustic_emission_spectrum	acoustic emission spectrum	CHMO:0000802	A plot of decibels  vs. frequency obtained by measuring the amount of noise generated by a sample as a function of frequency of incident radiation.
photoionisation_mass_spectrometry	photoionisation mass spectrometry	CHMO:0000525	Mass spectrometry where the sample is irradiated with an ultraviolet laser. The sample absorbs one or more photons resulting in ionisation.
chromatographic_phase	chromatographic phase	CHMO:0000994	One of the portions of material between which the components to be separated are distributed in chromatography.
laser_multiphoton_ionisation_spectroscopy	laser multiphoton ionisation spectroscopy	CHMO:0000465	Spectroscopy where a sample is illuminated with a laser and photoexcitation by the absorption of two or more photons is used to promote an atom or molecule above its ionisation potential to create an ion.
fourier_transform_infrared_spectrum	Fourier transform infrared spectrum	CHMO:0000853	A plot of absorbance or emission vs. wavelength/wavenumber/frequency obtained through a Fourier transform of the times series of the absorption of a sample that has been excited by an infrared-frequency pulse.
high_resolution_fast_atom_bombardment_mass_spectrometry	high resolution fast-atom bombardment mass spectrometry	CHMO:0000726	Mass spectrometry where the sample which is held in a liquid matrix is bombarded with a stream of primary noble gas atoms and the secondary ions ejected from the sample are detected. The 'exact' mass of these secondary is then determined as opposed to the 'nominal' mass the number of protons and neutrons.
spectrum	spectrum	CHMO:0000800	A plot of a measured quantity against some experimental parameter.
ion_selective_potentiometry	ion-selective potentiometry	CHMO:0000022	An electrochemical technique where the potential difference between an ion-selective indicator electrode and the reference electrode is measured under conditions where the current passed is sufficiently small to maintain thermodynamic equilibrium.
atomic_force_microscopy_height_profile	atomic force microscopy height profile	CHMO:0002685	A plot of vertical displacement vs. distance obtained by using a sharp spike known as a 'tip' mounted on the end of a cantilever to scan the surface of the specimen line by line and recording the force experienced by the tip as a function of position.
immunoprecipitation	immunoprecipitation	CHMO:0001691	The sedimentation of a solid material a 'precipitate' consisting of an antigenspecific antibody complex from solution.
chromatography_column_length	chromatography column length	CHMO:0002752	The length specified for a chromatography column.
fermentation	fermentation	CHMO:0001624	The process in which cells microorganisms plant or animal cells are cultured in a bioreactor in a liquid or solid medium to convert organic substances into biomass growth or into products.
adsorption_desorption_isotherm	adsorption-desorption isotherm	CHMO:0001992	A plot of relative pressure vs. volume adsorbed obtained by measuring the amount of an inert gasesous or liquid substance the 'sorbent' usually H2 or N2 which adsorbs onto the surface of interest the 'sorbate' and the subsequent amount that desorbs at a constant temperature.
atom_probe_field_ion_microscopy	atom probe field ion microscopy	CHMO:0000099	Microscopy where atoms in the vicinty of the specimen which is in the form of a very sharp tip <10 m diameter are ionised by the application of a strong electric field to the tip and an image is produced by the projection of the ions onto a fluorescent screen. The image consists of a pattern of spots of light which correspond to individual atoms on the specimen surface. When a sudden voltage pulse is applied to the tip atoms from the surface of the specimen itself are be ejected and travel down a drift tube where their arrival time a measure of the mass of the atom can be determined. This allows the atomic composition of the specimen to be determined.
ultra_soft_x_ray_emission_spectroscopy	ultra soft X-ray emission spectroscopy	CHMO:0000317	X-ray spectroscopy where the sample is bombarded with ultra-low energy <1 keV X-rays and the energies and intensities of the X-rays emitted due to valence-to-core transitions are detected.
oxidative_pyrolysis	oxidative pyrolysis	CHMO:0001512	The chemical degradation of a sample by thermal energy in the presence of an oxidative atmosphere.
laser_induced_fluorescence_detection	laser-induced fluorescence detection	CHMO:0001722	A detection method which is sensitive to naturally fluorescent or tagged compounds. As the sample passes through a small cell it is excited by a focused ultraviolet laser and any fluorescence is detected.
high_resolution_transmission_electron_microscopy	high-resolution transmission electron microscopy	CHMO:0000084	Transmission electron microscopy where the phase contrast between the transmitted interfering electron waves is used to produce an image.
capillary_high_performance_liquid_chromatography	capillary high-performance liquid chromatography	CHMO:0001278	Column chromatography where the mobile phase is a liquid the stationary phase consists of very small particles held in a tube of diameter less than a millimetre and the inlet pressure is relatively high.
orbitrap	Orbitrap	CHMO:0000968	A mass-to-charge analyser that consists of two coaxial axially symmetric electrodes the outer one in the shape of a barrel the inner one in the shape of a spindle that traps ions in oscillating trajectories along the z-axis according to their mass-to-charge ratio.
chiral_supercritical_fluid_chromatography	chiral supercritical-fluid chromatography	CHMO:0002697	A separation method where the components in this case stereoisomers are distributed between two chiral phases one of which is stationary while the other moves in a definite direction the 'mobile phase'. In this method the mobile phase is a fluid above and relatively close to its critical temperature and pressure.
molecular_distillation	molecular distillation	CHMO:0001542	A method of separating mixtures based on differences in their volatilities in a boiling liquid mixture. The components in a high-boiling-point sample mixture are vaporised by the application of heat at low pressure < 0.01 Torr and then cooled by the action of cold water in a condenser.
mass_spectrometer	mass spectrometer	CHMO:0000982	A piece of apparatus that consists of at least an ion source a mass-to-charge analyser a detector and a vacuum system and is used to measure mass spectra.
solution_inductively_coupled_plasma_mass_spectrometry	solution inductively coupled plasma mass spectrometry	CHMO:0000556	Mass spectrometry where a sample mixture a solution in dilute HNO3 is ionised in a plasma a partially ionised gas-such as Ar-containing free electrons which has been generated by electromagnetic induction.
high_resolution_electrospray_ionisation_mass_spectrometry	high-resolution electrospray ionisation mass spectrometry	CHMO:0000485	Mass spectrometry where the sample is ionised by forcing a solution usually in an organic solvent of the sample through a small heated capillary at a flow rate of 110 L min-1 into an electric field to produce a very fine mist of charged droplets. When the ions are analysed using their mass-to-charge ratios the exact mass is determined as opposed to the nominal mass the number of protons and neutrons.
molybdenum_k_alpha_source	molybdenum K-alpha source	CHMO:0002779	An X-ray source where molybdenum atoms emit X-rays through a 1s from 2p transition.
potentiometry	potentiometry	CHMO:0000016	An electrochemical technique where the potential difference between the indicator and reference electrodes is measured under conditions where the current passed is sufficiently small to maintain thermodynamic equilibrium.
in_situ_synchrotron_xrd	in situ synchrotron XRD	CHMO:0001138	A method for determining structure by detecting the positions and intensities of X-rays that have been generated within a synchrotron as a pattern of spots on a photographic plate.
non_resonance_raman_spectroscopy	non-resonance Raman spectroscopy	CHMO:0001986	Spectroscopy where the Raman scattering of monochromatic light usually from a laser in the visible near infrared or near ultraviolet range by a sample is detected. The energy of the incoming laser is adjusted such that it or the scattered light does not coincide with an electronic transition in the sample.
microscopic_particle_image_velocimetry	microscopic particle-image velocimetry	CHMO:0001111	A method for determining the velocity of fluids by pulsing a planar laser light sheet twice and recording images of microscopic particles lying in the light sheet using a video camera or a photograph.
interferometry	interferometry	CHMO:0002433	The measurement of the properties of two or more lasers or waves by studying the pattern of interference created by their superposition.
wet_grinding	wet grinding	CHMO:0001657	The mechanical reduction of the particle size of a solid sample by attribution friction impact or cutting in the presence of a small amount of liquid which is not a solvent for the solid.
positive_ion_matrix_assisted_laser_desorptionionisation_time_of_flight_mass_spectrometry	positive ion matrix-assisted laser desorption–ionisation time-of-flight mass spectrometry	CHMO:0002650	Mass spectrometry where the sample usually a large organic molecule or biomolecule is vaporised and ionised using a high-energy pulsed laser. The sample is held in a matrix such as crystallised dihydrobenzoic acid to protect it from direct laser illumination and to separate the sample molecules. The positive sample ions are accelerated to the same known kinetic energy and the time taken for each ion to reach a detector at a known distance is measured. This time is dependent on the mass-to-charge ratio of the ion.
heat_function	heat function	OBI:0000371	A heat function is a function that increases the internal kinetic energy of a material"en
pressure_perturbation_calorimetry	pressure perturbation calorimetry	CHMO:0002091	The measurement of thermodynamic parameters e.g. enthalpy during a chemical or biochemical reaction by the known variation step-wise or linear of the temperature whilst the pressure 10-100 atm is kept constant.
matrix	matrix	CHMO:0002743	Those components of a sample that are not measured by an experiment.
surface_enhanced_laser_desorptionionisation	surface-enhanced laser desorption–ionisation	CHMO:0002336	An ionisation method where the sample usually a large organic molecule or biomolecule is vaporised and ionised using a high-energy pulsed laser. The sample is mixed with a matrix compound such as crystallised dihydrobenzoic acid and deposited on a surface with some chemical functionality to protect it from direct laser illumination and to separate the sample molecules.
transmission_electron_microscope_grid	transmission electron microscope grid	CHMO:0002610	A thin film of micrometre thickness which is used as a support for specimens during transmission electron microscopy.
force_spectroscopy	force spectroscopy	CHMO:0001123	Spectroscopy where an atomic force microscope is used to measure the force experienced by a sample usually by taking forcedistance curves.
electron_spin_echo_envelope_modulation	electron spin-echo envelope modulation	CHMO:0001272	A type of pulsed EPR spectroscopy which is used to observe the electron spin echo in a paramagnetic system as a function of the time that separates the pulses causing the echo. This technique is a powerful probe of the radial distribution of magnetic nuclear spins in the environment of the electron spins producing the echo.
photo_nanoimprint_lithography	photo nanoimprint lithography	CHMO:0001398	A synthesis technique that uses mechanical deformation and cross-linking to transfer a pattern to a substrate. A solution of photosensitive resist a polymer is deposited on the substrate by spin coating. A transparent stamp e.g. fused silica containing the desired nanosized pattern on its surface is then pressed into the resist which is exposed to UV light. Any unexposed areas of polymer are removed by reactive ion etching.
microwave_velocimetry	microwave velocimetry	CHMO:0002041	A method for determining the velocity of a sample by measuring the Doppler shift experienced by microwave radiation. This is the method used by police to measure the speed of a vehicle using a radar gun.
laser_electric_resonance_spectroscopy	laser electric resonance spectroscopy	CHMO:0000443	A type of laser spectroscopy where a fixed-wavelength infrared  or ultraviolet laser is used to excite the sample which is placed in an electric field. By varying the strength of the applied electric field some vibrationalrotational transitions can be made to coincide with the laser wavelength and the absorption of the laser light is measured.
furnace_ionisation_nonthermal_excitation_spectrometry	furnace ionisation nonthermal excitation spectrometry	CHMO:0001094	A type of atomic emission spectrometry where the sample is atomised by placing it in a small graphite-coated tube which is rapidly heated by passing a current through it then ionised and excited using a glow discharge a potential difference applied across two electrodes immersed in the sample gas.
diastereomeric_excess	diastereomeric excess	CHMO:0002860	The absolute value of the mole fraction for one diastereomer in a mixture minus the mole fraction for the other.
reflectionabsorption_infrared_spectroscopy	reflection–absorption infrared spectroscopy	CHMO:0000647	Spectroscopy where the absorption and reflection of low incident angle infrared light by the surface molecules of a highly reflective or polished sample is measured.
subset_ontology_module	subset ontology module	IAO:8000006	An ontology module that is extracted from a main ontology module and includes only a subset of entities or axioms."en
displacement_chromatography	displacement chromatography	CHMO:0001129	Chromatography where the mobile phase contains a compound the displacer more strongly retained than the components of the sample under examination. The sample is fed into the system as a finite slug.
carbo_reduction	carbo-reduction	CHMO:0001468	A process in which a metal oxide is reduced in the presence of carbon or a carbon-containing compound.
weak_beam_dark_field_transmission_electron_microscopy	weak-beam dark-field transmission electron microscopy	CHMO:0002615	Microscopy where an electron-transparent specimen is bombarded with a finely focused <10 nm diameter electron beam with an acceleration voltage 50150 kV under vacuum and the intensities of the transmitted electrons are measured. A diffracted beam harmonic a 'weak beam' is used rather than the diffracted beam itself allowing ch higher resolution to be obtained.
field_emission_scanning_electron_microscopy	field-emission scanning electron microscopy	CHMO:0000074	Microscopy where a finely focused <10 nm diameter electron beam produced by thermionic emission heating field emission and with an acceleration voltage 50-150 kV is scanned across the specimen under vacuum and the interaction of the electrons with the specimen is determined.
barrel_sputter_deposition	barrel sputter deposition	CHMO:0001365	Sputter deposition where the substrate is held in a barrel which is swung from side-to-side to ensure even deposition.
electron_ion_coincidence_spectroscopy	electron-ion coincidence spectroscopy	CHMO:0000361	Spectroscopy where the sample is bombarded with high-energy photons resulting in the emission of an ion and an electron which are detected as a function of energy.
microelectrospray_ionisation_mass_spectrometry	microelectrospray ionisation mass spectrometry	CHMO:0000487	Mass spectrometry where the sample is ionised by forcing a solution usually in an organic solvent of the sample through a small heated capillary at a flow rate of 1 L min-1 into an electric field to produce a very fine mist of charged droplets.
plasmon_resonance_energy_transfer	plasmon resonance energy transfer	CHMO:0000759	Spectroscopy where by intentionally matching the plasmon resonance frequency of a gold nanoparticle with the frequency of the electronic transition energy of a biomolecule energy transfer occurs which gives rise to resonant quenching dips in the Rayleigh scattering spectrum of the particle.
diffusion_ordered_spectroscopy	diffusion-ordered spectroscopy	CHMO:0000733	A type of NMR spectroscopy using pulsed-field gradients where the rate of decay of NMR signals in each component of a sample mixture is measured across a series of experiments. The rate of signal decay is proportional to the diffusion coefficient for each component.
polymer_co_precipitation	polymer co-precipitation	CHMO:0002207	The simultaneous precipitation of a normally soluble component with a polymer component from the same solution by the formation of a composite by adsorption occlusion or mechanical entrapment.
fluorine_19_nuclear_magnetic_resonance_spectrum	fluorine-19 nuclear magnetic resonance spectrum	CHMO:0000845	A plot of chemical shift vs. intensity for fluorine-19 nuclei obtained by measuring the effect of the absorption of radio frequency radiation on nuclear spin-state transitions in the presence of a magnetic field.
metastable_quenched_electron_spectroscopy	metastable-quenched electron spectroscopy	CHMO:0000362	Spectroscopy where the sample is bombarded with metastable atoms resulting in the emission of two or more particles electrons photons or ions which are detected as a function of energy.
magnetic_bead_extraction	magnetic bead extraction	CHMO:0001592	A method for extracting biological molecules from a biological sample by functionalising a magnetic bead 0.001200 m diameter with a molecule specific to the target molecule e.g. complementary DNA or a specific antibody and placing it in the sample solution. The bead is removed from the solution using a magnetized source.
ultra_high_performance_liquid_chromatography	ultra high performance liquid chromatography	CHMO:0000795	Column chromatography where the mobile phase is a liquid the stationary phase consists of very small < 2 microm particles and the inlet pressure is relatively high.
datum_label	datum label	IAO:0000009	A label is a symbol that is part of some other datum and is used to either partially define  the denotation of that datum or to provide a means for identifying the datum as a member of the set of data with the same label"en
low_temperature_gas_chromatography_inductively_coupled_plasma_mass_spectrometry	low-temperature gas chromatography-inductively coupled plasma mass spectrometry	CHMO:0002539	A method where a sample mixture is first separated by low-temperature gas chromatography -78C before being ionised in a plasma a partially ionised gas-such as Ar-containing free electrons which has been generated by electromagnetic induction and characterised according to mass-to-charge ratio and relative abundance.
cone_calorimeter	cone calorimeter	CHMO:0002229	A piece of apparatus consisting of a cone-shaped heater a hood to collect evolving gases and a laser beam that is used to measure thermodynamic parameters such as heat release rate heat of combustion ignitability and the evolution of toxic gases smoke and soot for flame retarding materials.
coherent_stokes_resonance_raman_spectroscopy	coherent Stokes resonance Raman spectroscopy	CHMO:0000660	Spectroscopy where the Raman scattering of monochromatic light by a sample is detected. An anti-Stokes frequency stimulation beam is used and a Stokes frequency beam is observed and the difference between the pump and the Stokes beams coincides with the frequency of an electronic transition within the molecule. multiphoton excitation is used to produce a signal in which the emitted waves are coherent.
field_emission_scanning_electron_microscope	field-emission scanning electron microscope	CHMO:0000942	A piece of apparatus which is used to produce an enlarged image of a specimen by scanning a finely focused <10 nm diameter electron beam produced by thermionic emission heating field emission with an acceleration voltage of 50150 kV across the specimen under vacuum and measuring interaction of the electrons with the specimen.
liquid_solid_extraction	liquid-solid extraction	CHMO:0001583	The process of transferring a substance from a liquid to a solid phase by passing the liquid sample through a stationary phase e.g. silica particles.
thermogravimetry_curve	thermogravimetry curve	CHMO:0002073	A plot of weight vs. temperature usually consisting of a series of steps obtained by measuring the mass of a sample during heating.
carr_purcell_meiboom_gill_spectrum	Carr-Purcell-Meiboom-Gill spectrum	CHMO:0002546	A plot of the nuclear magnetic resonance frequency vs. intensity composed of a series of peaks separated by the reciprocal of a user-defined time delay in a CPMG pulse sequence which describe the envelope of the full static spectrum.
nitrogen_atmosphere	nitrogen atmosphere	CHMO:0002785	A laboratory atmosphere consisting of gaseous diatomic nitrogen.
liposome_electrokinetic_chromatography	liposome electrokinetic chromatography	CHMO:0001041	Electrokinetic chromatography where the secondary phase has liposomes suspended in it.
static_liquid_phase_micro_extraction	static liquid-phase micro-extraction	CHMO:0002368	The process of transferring a substance from an aqueous phase to an organic phase or vice versa by suspending a microlitre-sized drop of the organic phase in a large volume of the aqueous phase.
nmr_sample_preparation	NMR sample preparation	CHMO:0002927	A sample preparation for assay process that includes a series of operations applied to a starting material to prepare an NMR sample for an NMR assay.
liquid_chromatography_at_the_critical_condition_mass_spectrometry	liquid chromatography at the critical condition-mass spectrometry	CHMO:0002452	A method where a sample mixture is first separated by liquid chromatography where the liquid is held at or near its critical point before being converted into ions which are characterised by their mass-to-charge ratio and relative abundance.
deuterated_triglycine_sulfate_detector	deuterated triglycine sulfate detector	CHMO:0002246	A very sensitive room-temperature detector for mid-infrared range measurements that employs temperature-sensitive ferroelectric crystals of deuterated triglycine sulfate. As the temperature and hence polarisability of the crystals changes due to the absorption of infrared radiation a charge is generated which is detected by two parallel electrodes. The deuterated form of the crystals are used because they have a higher Curie point.
low_energy_radioactive_ion_beam_spectroscopy	low-energy radioactive ion-beam spectroscopy	CHMO:0000429	Spectroscopy where a focused beam of proton is directed at a uranium sample and the secondary ions emitted are detected.
gradient_13c13c_1h1h_nuclear_overhauser_spectroscopy	gradient 13C–13C 1H–1H nuclear Overhauser spectroscopy	CHMO:0002567	A 4D NMR experiment which correlates the chemical shifts of carbon-bound protons with those of their bonded 13C nuclei and with the chemical shifts of spatially proximate carbon-bound protons <6A and their associated 13C nuclei. Pulsed field gradients are employed to improve the appearance of the spectrum.
algorithm	algorithm	IAO:0000064	A plan specification which describes the inputs and output of mathematical functions as well as workflow of execution for achieving an predefined objective. Algorithms are realized usually by means of implementation as computer programs for execution by automata."en
chromatography_device	chromatography device	OBI:0000048	A device that facilitates the separation of mixtures. The function of a chromatography device involves passing a mixture dissolved in a "mobile phase" through a stationary phase which separates the analyte to be measured from other molecules in the mixture and allows it to be isolated."en
optical_extinction_spectroscopy	optical extinction spectroscopy	CHMO:0002184	Spectroscopy where the amount of light transmitted through a sample is measured.
elastic_low_energy_electron_diffraction	elastic low energy electron diffraction	CHMO:0000149	A method for determining structure by directing a beam of low energy <500 eV electrons at the sample and recording the resulting diffraction pattern produced by any elastically scattered scattering where kinetic energy is conserved electrons.
light_emission_function	light emission function	OBI:0000367	A light emission function is an excitation function to excite a material to a specific excitation state that it emits light."en
time_proportional_phase_incrementation	time proportional phase incrementation	CHMO:0001886	A technique used in multidimensional NMR experiments to achieve frequency discrimination of the signals in the additional dimensions. For each value of the evolution time a single FID is recorded and the phase of the preparation pulse is changed.
raman_induced_kerr_effect_spectroscopy	Raman-induced Kerr effect spectroscopy	CHMO:0001828	Spectroscopy where two polarized laser beams pump and probe with a frequency difference close to a Raman-mode frequency in the sample induce a refractive index change in the sample. By scanning the frequency difference of the two beams and recording simultaneously the polarization change of the probe beam the Raman spectral structure of the sample can be obtained.
plasma_assisted_desorption_ionisation	plasma-assisted desorption ionisation	CHMO:0001666	An ionisation method where a plasma a partially ionised gas-such as Ar-containing free electrons is directed onto the sample surface causing desorption of sample molecules from the surface and subsequent ionisation.
microwave_detected_photoinduced_current_transient_spectroscopy	microwave-detected photoinduced current transient spectroscopy	CHMO:0001778	A method for determining the extent of intrinsic and process-induced defects in the  crystalline layers within  semiconductor devices. Defects arising from impurities grain boundaries interfaces etc. result in the creation of traps that capture free electrons and holes. By monitoring the current produced by applying a microwave pulse to the semiconductor junction at different temperatures spectra are generated which exhibit peaks the height of which are proportional to the defect density and the emission rate and temperature dependence are characteristic for each type of defect.
time_of_flight_method	time-of-flight method	CHMO:0001245	A method for measuring charge transport by sandwhiching the sample between two parallel electrodes one of which has to be semitransparent. A short light pulse is applied to the sample giving rise to charge carriers which traverse through the sample generating a current which is then measured.
77se_nuclear_magnetic_resonance_spectroscopy	77Se nuclear magnetic resonance spectroscopy	CHMO:0000722	Spectroscopy where the energy states of 77Se nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them.
measurement_of_solubility_in_water	measurement of solubility in water	CHMO:0002816	Measurement of concentration of a solute in water.
excitation_laser	excitation laser	CHMO:0002894	A laser that has the function of exciting some internal state of a sample.
chromatin_immunoprecipitation	chromatin immunoprecipitation	CHMO:0001694	The sedimentation of a solid material a 'precipitate' consisting of a proteinspecific antibody complex where the protein is attached to a proteinDNA complex from solution. This method is used to determine the location of DNA binding sites on the genome for particular proteins of interest.
ionisation_method	ionisation method	CHMO:0001658	The physical process of converting an atom or molecule into an ion by removing electrons.
acidimetric_titration	acidimetric titration	CHMO:0001213	Acid-base titration where the sample is a base and the titrant is an acid.
supercritical_fluid_extraction_gas_chromatography	supercritical-fluid extraction-gas chromatography	CHMO:0001900	An experimental method where the sample is first transferred to the liquid phase using a supercritical fluid then depressurised collected and subjected to gas chromatography.
percentage_diastereomeric_excess	percentage diastereomeric excess	CHMO:0002861	The absolute value of the mole fraction for one diastereomer in a mixture minus the mole fraction for the other multiplied by 100.
kalousek_polarography	Kalousek polarography	CHMO:0000034	An electrochemical technique where the ac component of the cell current is measured as a function of time and as a function of the ac potential between the indicator and reference electrodes. The working electrode is a dropping mercury or other liquid conductor electrode and unstirred solutions are used. The cell current is sampled on alternate half cycles and the potential is applied as a small amplitude square wave superimposed on a linear sweep.
quantitative_preparative_native_continuous_polyacrylamide_gel_electrophoresis	quantitative preparative native continuous polyacrylamide gel electrophoresis	CHMO:0002278	A separation method where metalloprotein molecules move at different speeds in a buffer with pH 10 according to their charge and frictional forces in a separation medium consisting of polyacrylamide gel across which an electric field is applied. This method does not use a dye to transfer charge to the protein molecules and the concentration of metal atoms from the metallproteins is determined by ICP-MS.
liquid_chromatography_at_the_critical_condition_electrospray_ionisation_mass_spectrometry	liquid chromatography at the critical condition-electrospray ionisation mass spectrometry	CHMO:0002453	Mass spectrometry where a sample mixture is first separated by liquid chromatography where the liquid is held at or near its critical point before being ionised by forcing the solution usually in an organic solvent through a small heated capillary at a flow rate of 110 L min-1 into an electric field to produce a very fine mist of charged droplets.
two_dimensional_spatial_region	two-dimensional spatial region	BFO:0000009	
microemulsion_method	microemulsion method	CHMO:0002150	A method for dispersing two or more immiscible liquids as micrometre-sized droplets by shaking stirring or homogenising the mixture.
differential_scanning_calorimetry	differential scanning calorimetry	CHMO:0000684	The measurement of thermodynamic parameters e.g. enthalpy during a chemical or biochemical reaction of both a sample and a reference by the known variation step-wise or linear of one variable whilst a second is kept constant.
57fe_electron_nuclear_double_resonance_spectroscopy	57Fe electron nuclear double resonance spectroscopy	CHMO:0001968	Spectroscopy where a microwave frequency pulse is used to saturate the electron resonance transitions in the 57Fe nuclei of a sample and a radio frequency pulse is used excite a nuclear transition.
electrokinetic_patterning	electrokinetic patterning	CHMO:0002147	Any patterning technique that utlilises the movement of particles under the influence of an electric field e.g. electroosmosis or electrophoresis.
organization	organization	OBI:0000245	An entity that can bear roles has members and has a set of organization rules. Members of organizations are either organizations themselves or individual people. Members can bear specific organization member roles that are determined in the organization rules. The organization rules also determine how decisions are made on behalf of the organization by the organization members."en
charge_coupled_device_detector	charge-coupled-device detector	CHMO:0002245	A detector that uses a silicon chip to convert light into electrical signal. When a photon is absorbed by the Si chip a single electron is released. Electrodes covering the chip surface hold these electrons in place in an array of wells or pixels so that during exposure of the chip to light a pattern of charge builds up that corresponds to the pattern of light.
microwave_assisted_hydrothermal_synthesis	microwave-assisted hydrothermal synthesis	CHMO:0002906	Hydrothermal synthesis that makes use of microwave radiation to affect the course of reaction.
